customer_id,customer_name,mobile_number,business_type,business_status,status,salesperson_name,salesperson_number,cluster,registered_date,latitude,longitude
007324ed81c74ac8ac56d3f8d02dbb5c,KIRTI GREEN VIP WOMENS HOSTEL,9908885772,PgHostel,Active-User,Active,K Srikanth,7337320371,Madhapur,2025-01-28,17.449607,78.364638
0074EA8NXXS3N3XFqVO4xITKncx1,Sree  food court,9100823174,TiffinCenters,Business-Shutdown,Active,Sravani,9154299224,Mirpet,2024-06-25,17.32360458,78.56388855
00913d1efe4a4f6c989ba5d1c8ebc065,PTR BOYS HOSTEL,6300094257,PgHostel,Active-User,Active,G Sandeep,9154152675,Srnagar,2025-06-28,17.444143,78.442215
009403324cb94a4badd56745a6ccd64c,PCR kirana and Genaral Store,8247409334,Kirana,Duplicate,InActive,AjaykumarM,9154297173,Kondapur,2025-10-11,17.4596363,78.3980387
009aa4480055455f8c4d562b0c0201c7,Jaya Lakshmi kirana and general Store,9666597079,Kirana,Active-User,Active,Vallamdas Dharmaiah,7337320377,Boduppal,2026-07-03,17.411098,78.5870896
00IUbLALI8W7LYHbzlP4ey1ntZ93,Mounika kirana and general store,9652452051,Kirana,Active-User,Active,B Dayakar,9154297170,Rampally,2024-06-25,17.51773453,78.62709045
00J9YqN3KqXGtln73Hxi7OllAka2,Ani's apna bazar,9290889472,Kirana,Active-User,Active,Vinodkumar Musku,9100466765,Kphb,2024-06-25,17.465782,78.429008
00YCbfphvkWVv8PFrsJU7MRMQkT2,Hanuman kiranam,9885853841,Kirana,Business-Shutdown,InActive,Kamakshi TCL,9154290899,Karmanghat,2024-06-25,17.33391762,78.53211212
00a70c9f870f4e1abbb9a17592fc9942,KR Food Court,9800438801,Caterers,Active-User,Active,Vignesh Pulimamidi,9154293952,Habsiguda,2024-11-27,17.418586,78.5662222
00c4f54032f04db9859bea2d2a74a127,Abhishek test,9908822446,Kirana,,Active,K Srikanth,7337320371,Madhapur,2024-06-25,17.45343018,78.36994171
00d7ead9a8724193a8e2bf47d42c6c1b,Hari heaven luxury pg,9703118181,PgHostel,,InActive,AjaykumarM,9154297173,Kondapur,2024-09-24,17.44638,78.3905208
00f63b38336e4d03b21e00d3e015c05e,CHLINGAIAH KIRANAM SKPT,9440825025,Kirana,Active-User,Active,,,,2024-06-25,18.04948235,77.91544342
00fa568b9bea46bb9f98005cec53ce3f,Harivillu food court,9493242045,Caterers,Duplicate,InActive,Kandula Venkat Tharun,9100466961,Kukatpally,2024-10-29,17.484075,78.415899
00q6k6C076aG42LHqOm0QnghzGm1,Prithiji kirana general Store,9588064400,Kirana,Business-Shutdown,InActive,Raja Ramesh Kollu,9100467148,Alwal,2024-06-25,17.51128006,78.49650574
010a8defd9f14d29abfdb85a34d79d95,SRI SAI KIRANA,8340877593,Kirana,Active-User,Active,Vijaykumar Dandugula,7337320373,Gachibowli,2025-02-15,17.458183,78.298293
011338e0fd774519abed8b1739c8a1d3,RAADHICA  KIRANA AND STATIONARY AND LADIES EMPORIUM,9491871176,Kirana,Active-User,Active,B Dayakar,9154297170,Rampally,2026-01-10,17.508568,78.590181
013a717e2d6043bd81d2f26812d111fc,Megha varshini boys hostel,6281473644,PgHostel,Active-User,Active,,,,2025-04-10,17.367834,78.529277
013d72bd8f1c46bf87e318bdabbd5838,Satyanarayana general Stores,8121420221,Kirana,Active-User,Active,Sudhakar D,9100467109,Manikonda,2026-04-05,17.4091807,78.3886247
014092515a8944d09d8d24d0c2fd3531,SRI LAKSHMI NARASIMHA KIRANA & GENERAL STORES,9393111499,Kirana,Active-User,Active,Bhairavnath,9154289322,Chintal,2025-01-09,17.514682,78.427273
014fa50cab6b4dcead5c7c2d189a4084,Ms mini basket,7396130479,Kirana,KYC-Rejected,InActive,Karthik Reddy,9154292383,Jubliehills,2025-09-24,17.4306917,78.4615423
01538559050749dabfe1943bff8236d9,RAKESH KIRANAM,8143331660,Kirana,KYC-Rejected,InActive,B Sharthkumar,9154293954,Marredpally,2026-01-11,17.4221567,78.520005
015meAys36WR3jxpDAEL0QjYL143,Al madhina kgs,8247604323,Kirana,Active-User,Active,Sudhakar D,9100467109,Manikonda,2024-06-25,17.41098022,78.38851166
0176dcd4b185408c96899d407d0b3c59,Sri srinivasa kgs,9666512152,Kirana,Lost-Not-Interested,InActive,Jashuva,9154297171,Vidyanagar,2024-06-25,17.39560127,78.5239563
017b0f8112a14bd299ba4a9b25c313b3,Vasudhan mart,9760018452,Supermarket,,InActive,,,,2024-06-25,30.31043816,77.95914459
0187d0d0423a4ab09fd255edd4671f39,SRI SAI DATTA RICE SHOP,9154403304,Kirana,Active-User,Active,Mohammad Zaheeruddin,9154299223,Patancheru,2025-01-24,17.531692,78.258754
018b34dc18a04c3e9de7b842a9297a60,SRI SAI GANESH KIRANA STORE,9290588747,Kirana,Lost-Not-Interested,InActive,Vignesh Pulimamidi,9154293952,Habsiguda,2025-09-19,17.412499,78.555346
0190140223b24a19930c3a3b61f2bc68,CDR BOYS HOSTEL,7358592820,PgHostel,Business-Shutdown,InActive,Shaik Irshad,9100466851,Kompally,2024-06-25,17.56395531,78.45252991
0195e8963d424df7b5c4f992e7135b0a,NEW SITARA,9885303602,Restaurant,Active-User,Active,Bhairavnath,9154289322,Chintal,2024-12-12,17.50758,78.4611
01CZhbsQW0bmsMZXMhyYG99px142,Om sri vasavi traders,9396451321,Kirana,Business-Shutdown,Active,Saikiran Chalamani,7337320372,Medchal,2024-06-25,17.63058281,78.48439026
01H4ecP9ihSmepgf6PufFWesuTi2,Kalki kirana,9949260456,Kirana,Lost-Not-Interested,Active,Gattu Prasad,9154289339,Bowenpally,2024-06-25,17.4601326,78.49990082
01a1a4c894c949c6b6afd6c455b107ed,AFFEEZ KHAN PAN SHOP MAIN ROAD,7729839410,Kirana,Active-User,Active,,,,2024-06-25,18.05103683,77.91664124
01b344bc3e8247b4a20d5379888a9403,Karthikeya Womens Hostel,7330618592,PgHostel,Active-User,Active,AjaykumarM,9154297173,Kondapur,2025-01-06,17.44187,78.391154
01b5bc352fb34665aa630fc65ddd6e4b,Manikanta kiranam,8121261015,Kirana,KYC-Rejected,InActive,Vignesh Pulimamidi,9154293952,Habsiguda,2026-05-15,17.3964348,78.5672442
01c020320a5744cd974a9fd59dfee309,NEW SRI SAI MEDICAL & KIRANA GENERAL STORE,9908814019,Kirana,Active-User,Active,G Sandeep,9154152675,Srnagar,2026-07-15,17.4330036,78.4493009
01d7e51101f847cda20399a118570df6,Ohan kirana store,7815805992,Kirana,KYC-Rejected,InActive,,,,2026-04-21,17.3738123,78.5040664
01e643296aac4246bb577a932225369a,JAI SANTOSHI MATHA KIRANA & GENERAL STORE,9640757372,Kirana,Active-User,Active,Janardhan Kommu,9154152681,Nizampet,2026-06-12,17.5070283,78.430611
01eE3xnt4HVaKWbGRUHtY3CBIqz2,Sri balaji ramdav kirana and general store,6305655259,Kirana,Active-User,Active,B Dayakar,9154297170,Rampally,2024-06-25,17.50098419,78.62381744
01zFqfgdfOPb6bMf785JzxJKJmc2,New ganesh bangalore bakery,9150816357,Kirana,Business-Shutdown,Active,G Naveen Kumar,7207943182,Hasmathpet,2024-06-25,17.48372841,78.4989624
0210d412ee514437821b70175b5677ba,AYYAPPA KIRANA & GENERAL STORE,8367312773,Kirana,Active-User,Active,Gandhara Kiran,9154152692,Miyapur,2026-07-11,17.555493,78.343672
021a4dd2e50d4fe98ba4838acf4c9e5d,VEERABHADRA KIRANA & GENERAL STORE,7673939889,Kirana,Active-User,Active,,,,2025-03-22,17.317159,78.615396
021d329855e84adab3d8dbf78bccf7a2,KHANPURY STORE,9725142333,Kirana,,InActive,,,,2024-07-19,22.0482484,72.8133196
022a4e5ecaf940ebaa1b2b2fd4b0f01a,Sri venkateshwar Traders,8309986049,Kirana,Business-Shutdown,InActive,Venkata Saikrishna,8790689631,Ecil,2024-06-25,17.51340103,78.55994415
023910336f2e4800bfb5221c813d1005,Rameshwaram pg,9032116477,PgHostel,KYC-Rejected,InActive,AjaykumarM,9154297173,Kondapur,2026-04-26,17.44778689,78.3940623
02409fb66cf14704a457a167cfdce0c6,SRI SUSHEELAMMA TRADERS WHOLESALE & RETAIL,9182096837,Kirana,Active-User,Active,Vinodkumar Musku,9100466765,Kphb,2025-02-15,17.460098,78.413522
024857715229479e8c35ea5c2fdedbdd,Udayagiri kitchen,9346441525,Restaurant,,InActive,Jashuva,9154297171,Vidyanagar,2024-06-25,17.41183662,78.49158478
025ed69971c947c18f0d0d72b21a205f,LAKSHMI SNACKS CENTRE,9963353753,TiffinCenters,Active-User,Active,K Srikanth,7337320371,Madhapur,2025-02-24,17.437447,78.366312
02610cbe39b3457a9f2270e3d525ab54,Mahalakshmi kiranam,9550018230,Kirana,,Active,,,,2024-06-25,17.60722542,77.71648407
0281b64a140f4bac87377e5dc8f2f405,Sri bhavani kirana and general store,9290088862,Kirana,Active-User,Active,Bhairavnath,9154289322,Chintal,2024-06-25,17.49191093,78.45236969
02869d37d69a4791b15becc1494794cb,P.N REDDY GROCERIES &GREEN BASKET,7013604260,Kirana,Active-User,Active,Omkari Saikiran,9154297174,Narsingi,2024-11-29,17.395144,78.36348
0289be2f55214c8e9d1a159949468c52,Sayu bakers,8655047245,Bakery,KYC-Rejected,InActive,Jashuva,9154297171,Vidyanagar,2025-12-06,17.4069469,78.4964679
02ENej0quzSFVDYSIKmLoMQPn9I3,Sri balaji kirana and general store,9666029402,Kirana,Active-User,InActive,Kandula Venkat Tharun,9100466961,Kukatpally,2024-06-25,17.50926971,78.4176712
02PWj5vndIUhWSxH0emonHbh66J2,Srinu Kirana store,9030988453,Kirana,Business-Shutdown,Active,,,,2024-06-25,17.36952972,78.44390869
02YolX2p8rclsqRU83SBeLyQM152,GAYATRI Trader,7416717247,Restaurant,Business-Shutdown,InActive,G Naveen Kumar,7207943182,Hasmathpet,2024-06-25,17.4738903,78.48525238
02Ze6gn9JTTvr3qtpIdXYLAHn1p1,S Krishna kirana general store,9885778039,Kirana,Lost-Not-Interested,InActive,B Sharthkumar,9154293954,Marredpally,2024-06-25,17.4142704,78.5123291
02a10dc800824aab8d9a347afaf0c688,SRI PAVANI KIRANA & GENERAL STORE,8008428870,Kirana,Active-User,Active,Janardhan Kommu,9154152681,Nizampet,2026-06-16,17.5093409,78.4059045
02a3026209ab4d1593cbf79effb1e7af,AMBEY KIRANA GENERAL STORES,7691085081,Kirana,Active-User,Active,Sravani,9154299224,Mirpet,2024-06-25,17.29388428,78.56403351
02be86980b664b19b6c3e5cb5605b8d8,SRI ANJANEYA BOYS HOSTEL,8333096909,PgHostel,Active-User,Active,G Sandeep,9154152675,Srnagar,2025-06-24,17.444164,78.442196
02c3940a21b7499c94c1147394391a72,SRI VENKATESHWARA KIRANA & GENERAL STORES,9951463266,Kirana,Active-User,Active,Saikiran Chalamani,7337320372,Medchal,2025-07-03,17.656047,78.639027
02d1dd1373ce4161b9c748edefda82c7,Laxmi Narsimha Kiranam,9885594331,Kirana,KYC-Pending,InActive,Gandhara Kiran,9154152692,Miyapur,2025-11-27,17.5023604,78.3783129
02e6a85fa9034fb199ccbd86d6e0a2c6,SRI LAKSHMI VENKATESHWARA STORE,6304251856,Kirana,Active-User,Active,K Venkatesh,9154293951,Yousufguda,2025-01-24,17.434148,78.421278
02qqKIWh7mS2GG6uJs0h8IPQnOJ2,Balaji kirana Store,9160763270,Kirana,Business-Shutdown,InActive,,,,2024-06-25,17.35905647,78.52590179
02v4Pp2nYQN5HseTiRCZiS3EJL52,SRI ganesh kirana store,9110571694,Kirana,Business-Shutdown,Active,G Naveen Kumar,7207943182,Hasmathpet,2024-06-25,17.47664833,78.47811127
0300af1b2ed84a099683a0e3cc012ae9,LAKSHMI NARASIMHA TRADERS WHOLESALE & RETAIL,9676232149,Wholesale,Active-User,Active,G Naveen Kumar,7207943182,Hasmathpet,2024-12-07,17.489732,78.504734
030e42a37a9d40b283d5180984831347,Slv hostel,6304184505,Kirana,,Active,AjaykumarM,9154297173,Kondapur,2024-06-25,17.44111824,78.39418793
0311fd5c28a4400caf1fb3ee63057f8c,Sri Raja rajeshwari kirana general Store,6302494700,Kirana,Active-User,Active,Janardhan Kommu,9154152681,Nizampet,2026-06-03,17.4965772,78.4033365
0312eaf2de2f4db6a59a4cf4e43e8d46,Rekha General store,6303310886,Wholesale,KYC-Rejected,InActive,Bhargav,9154152682,Safilguda,2025-05-09,17.4854626,78.5330235
0316939b70ce4f4aa6c519a1f403eee7,Hari hara mens hostel,8977633677,PgHostel,Lost-Not-Interested,InActive,Vinodkumar Musku,9100466765,Kphb,2024-06-25,17.47746086,78.39337921
032qqXcGTrfopJk2lli4j4vRqeW2,New pavan kgs,9701520606,Kirana,Active-User,Active,Vallamdas Dharmaiah,7337320377,Boduppal,2024-06-25,17.42132568,78.58692169
033fcc7fda004a36902e3f073c6b9e81,VISHALKIRANAM,7207477806,Kirana,,Active,,,,2024-06-25,17.68254662,77.62085724
03450ecdf7bd4d8fa980241baac27c39,KRISHNA MILK UNION,9396342758,Kirana,Business-Shutdown,InActive,Vinodkumar Musku,9100466765,Kphb,2025-03-08,17.4836,78.408679
034989218b9144739847ab8f73141090,Mahalaxmi kirana and general Store,7023542434,Kirana,,Active,,,,2024-06-25,17.5911274,78.08049011
03499030b7604c22953b6538a8eb6226,Mahfooz,7385911263,Kirana,KYC-Pending,Active,,,,2026-07-03,20.5448174,74.5542007
0367980a7dd84ebbac599b19bd0b475d,SANA BAKERY KIRANA AND GENERAL STORE,8801464768,Bakery,Active-User,Active,K Venkatesh,9154293951,Yousufguda,2024-11-09,17.447844,78.420026
0379b73176494212814fba3778506f49,Drip drop,9676012452,Restaurant,,InActive,Sudhakar D,9100467109,Manikonda,2024-06-25,17.434412,78.36807251
038e8deac08246af977baaa53bd1d023,Sri balaji Ganesh mithai Bhandar,9509181260,SweetHouse,KYC-Rejected,InActive,Saikiran Chalamani,7337320372,Medchal,2025-06-12,17.6682779,78.5959566
038f3fb78ae44c34ac6c01698198d149,Iqra kgs,8639736699,Kirana,,Active,,,,2024-06-25,17.62177086,78.079422
0398342af3e14174bee82e8d32e39c72,SRI SAI SAKTH MEDICAL,9908826555,Kirana,,Active,,,,2024-06-25,17.83355141,78.07158661
03NBvZLvU5YunYVWDbFCODsR0Wj2,AR Kirana,8500400203,Kirana,Business-Shutdown,InActive,,,,2024-06-25,17.38181114,78.44718933
03Rje115Z2aghAyJQPLtucC6yRz2,Om kirana,8619300126,Kirana,Active-User,Active,Neeraj Pamulaparthi,9154152680,Chandanagar,2024-06-25,17.48659515,78.37943268
03a1d2f1f1ba45c18c97e380b064ed7a,SRI RAVINDRA DELUXE  WOMENS PG,9603169784,PgHostel,Active-User,Active,Vijaykumar Dandugula,7337320373,Gachibowli,2025-04-12,17.440868,78.359654
03aedd47184f4128a3399513dce13d38,Rayalasema pulav carri centar,7075238973,Restaurant,KYC-Pending,Active,Janardhan Kommu,9154152681,Nizampet,2025-10-11,17.4994691,78.4019796
03cac9d30c3442dcb421ce605e8cbf62,Kirana shop,9392533698,Kirana,KYC-Pending,Active,K Srikanth,7337320371,Madhapur,2025-05-17,17.448827,78.3695036
03cc708b1e3141dcb340506a94916ba0,SHREE SAGAR TRADERS,9441034980,Restaurant,Lost-Not-Interested,InActive,K Venkatesh,9154293951,Yousufguda,2024-08-17,17.453408,78.41372
03e08286ecdc4d5ea7721c50a5b4d4d3,Appam surender kirana,9032130706,Kirana,,Active,,,,2024-06-25,17.67895699,77.61011505
03ede0cdb8f04e68bfbe75d360c498ab,Neelam store,9030000878,Kirana,KYC-Rejected,InActive,Vijaykumar Dandugula,7337320373,Gachibowli,2025-09-03,17.4573035,78.3029547
03h65JQAxvVT2wTRQVabiO4yDFE2,New kesariya kirana general Store,9866303788,Kirana,Active-User,Active,Manjula Veeramalla,7337320375,Nagole,2024-06-25,17.36271858,78.55942535
03jw8g7PwLdhJy2F8zWASIalBZv1,SRI AMBIKA FOOD CORNER AND TEA SPOT,9989462641,TiffinCenters,Lost-Not-Interested,InActive,K Srikanth,7337320371,Madhapur,2024-06-25,17.46245766,78.36655426
0401d8fc0deb498599eb7a385e2280ac,Akshay kirana,9676563677,Kirana,,Active,,,,2024-06-25,17.60052872,78.07797241
04070c28cb074ee5a7567cee9485f02b,MM Medical hall,9502359613,Kirana,Active-User,Active,,,,2024-06-25,17.60149002,77.71334839
04077e69dd7b4618aa2d0a429b774db0,MANJUNATH KIRANA AND GENERAL STORE,9394747172,Kirana,Active-User,Active,Vallamdas Dharmaiah,7337320377,Boduppal,2024-06-25,17.421107,78.625949
0412ef735d1f409d8230cea0429d8f6e,SRI ANNAPURNA FOOD COURT,9701009541,TiffinCenters,Active-User,Active,Kandula Venkat Tharun,9100466961,Kukatpally,2026-05-24,17.481396,78.42995
04169d57931d49c5ae13f01a1945eda8,Sri manjunadha kirana general store,8309891705,Kirana,Active-User,Active,,,,2025-02-28,17.339871,78.624985
0421b8a186ee4e5dba80a574407ac599,SRI VEERABHADRA KGS,9182149660,Kirana,Active-User,Active,,,,2024-06-25,18.05155563,77.91244507
0440ce898dfb4dd181375af1fd41e1cf,New Sitara Restaurant,9885303602,Restaurant,,InActive,Bhairavnath,9154289322,Chintal,2024-12-12,17.50766,78.4610186
044aadd54eea4a54b674fe07af71f87b,Sagar Bekary,9967016776,Bakery,Active-User,Active,,,,2026-07-21,19.19706824,72.85962964
044bc182b6054af4a48afadf5fe07209,H.S TRADERS WHOLESALE & RETAIL,8801036933,Wholesale,Active-User,Active,,,,2025-03-20,17.356377,78.496042
0467c2ed748846549e2aff3afb8a556e,Srinivasa wholsesale,6304425013,Kirana,KYC-Rejected,InActive,,,,2025-04-30,17.3665123,78.5286473
04690f62fc724dcca272a2efc2c80728,Muruga store,8825787234,Kirana,,InActive,,,,2024-08-14,12.7967833,80.0287668
0487df53e5214a37aadb4e9a61620125,Bhavyasmart,7801061533,Restaurant,Internal-User,Active,Janardhan Kommu,9154152681,Nizampet,2024-09-01,17.5087474,78.3889877
048942256379449cad137eb08a3e67ae,V nagabushanam kirana and general stores,9441001358,Kirana,Active-User,Active,Jashuva,9154297171,Vidyanagar,2024-06-25,17.40088272,78.50280762
049718585c5442859a794c3b1f4132d8,Tanikanti brothers And co,9032592116,TiffinCenters,,InActive,Janardhan Kommu,9154152681,Nizampet,2024-07-04,17.5193923,78.3986869
04LJnzerAJZa8BSoEGB1dZnkoZr1,Balaji kgs,9959650026,Kirana,Business-Shutdown,Active,Manjula Veeramalla,7337320375,Nagole,2024-06-25,17.38089752,78.54481506
04Ndjj3b74ceUDuOcSbfNSiHoip2,Sei Ragavendra hot Chips,9948431212,Kirana,Lost-Not-Interested,InActive,Bhargav,9154152682,Safilguda,2024-06-25,17.45728683,78.54579926
04a996d86fca442cac290b8ab2f04826,SRI GURU SWEETS & HOTS TIFFINS COOLS,7032994644,TiffinCenters,Active-User,Active,K Srikanth,7337320371,Madhapur,2025-09-03,17.4378068,78.366341
04b28ea858f14447954159a7ae19bb82,KARTHIK MINI MART,7396119821,Kirana,Active-User,Active,Karthik Reddy,9154292383,Jubliehills,2026-07-03,17.4110284,78.4045266
04b3103447ed4a899a12f5a4ee5f473f,Sri Lakshmi Ganapathi kirana general Stores,9985758984,Kirana,KYC-Rejected,InActive,Vignesh Pulimamidi,9154293952,Habsiguda,2026-01-09,17.4087145,78.5619309
04b4957d692840cab6690fac75d5f3c5,MADHURA MEENAKSHI ENTERPRISES,8309914014,Kirana,Business-Shutdown,InActive,B Dayakar,9154297170,Rampally,2025-07-07,17.509047,78.617511
04b4d9ff64fc41328b102bca29f88791,Dharamdas enterprise,7989134255,Kirana,,InActive,B Sharthkumar,9154293954,Marredpally,2024-06-25,17.42226219,78.4958725
04be542c21bc4b9680be3b1e1ee0702f,RL boys hostel,9966655513,PgHostel,,InActive,Vinodkumar Musku,9100466765,Kphb,2025-01-30,17.4826172,78.4131176
04bf9653252a4721ade62f155df53f25,MA KIRANA & GENERAL STORE,8019889027,Kirana,Active-User,Active,AjaykumarM,9154297173,Kondapur,2026-07-10,17.48074,78.359879
04bf981816014558a0479a03af5bb511,SRI SURYA NARAYANA KIRANA & GENERAL STORE,9948316592,Kirana,Active-User,Active,Vallamdas Dharmaiah,7337320377,Boduppal,2025-05-15,17.408281,78.655214
04c3f96df85d46c084b8dc0586464f9c,SRI DLR New Mens hostel,9866812249,PgHostel,Business-Shutdown,InActive,Mohammad Zaheeruddin,9154299223,Patancheru,2024-06-25,17.49606133,78.32043457
04c5510b7a14494880d25e375c87c08c,Smr hostel,8886558858,PgHostel,KYC-Pending,Active,Neeraj Pamulaparthi,9154152680,Chandanagar,2025-10-10,17.4933047,78.3315342
04d8cbe7276e4f438ae5229f73a9511c,S V P,9393233233,Kirana,,InActive,Bhargav,9154152682,Safilguda,2024-06-25,17.46077919,78.56301117
04e0dYFKFZSSZoQcX6qZa6zib3H2,Sree srinivasa kirana,9110365973,Kirana,Business-Shutdown,InActive,B Sharthkumar,9154293954,Marredpally,2024-06-25,17.41986847,78.50567627
04e2GBRHToZYu0LVMUGuZHCH9SI2,Nitesh Kumar kgs,9347602160,Kirana,Lost-Not-Interested,InActive,Gandhara Kiran,9154152692,Miyapur,2024-06-25,17.56487274,78.37098694
04f3100fed3c470d92753a6bf1af8754,Sai sathish kirana,9908420015,Kirana,,InActive,K Venkatesh,9154293951,Yousufguda,2024-10-28,17.4467603,78.4218888
04ffeec270e14095979645e038b87a95,Haritha kirana Store,9949113175,Kirana,Active-User,Active,Bhairavnath,9154289322,Chintal,2024-06-25,17.5182476,78.42379761
050823ce9703498281e866b36ca7a397,Anusha fast food centre,7204333541,Restaurant,Active-User,Active,Janardhan Kommu,9154152681,Nizampet,2026-06-04,17.5036315,78.4076377
05277ea69a094fb59cd020afec03a14a,Sri GK Deluxe Womens hostel,8008954333,PgHostel,Active-User,Active,AjaykumarM,9154297173,Kondapur,2026-07-08,17.4668985,78.3667448
0527d847501c45229aadba0d66ce0a57,Anmol supermarket,8879960920,Supermarket,KYC-Pending,Active,,,,2026-07-14,19.2452522,72.8623981
053b53a859f946f69b8b00363145df7e,Shree traders,9666092131,Kirana,,Active,,,,2024-06-25,17.5427227,78.2305603
0544d6c4258a4aa4a36241717c1f86f3,Aky enterprises,9963483416,Kirana,Lost-Not-Interested,InActive,K Venkatesh,9154293951,Yousufguda,2025-06-29,17.4448133,78.4200641
05483ef415a24b2ab5a64132f4683d5e,Manorama Boys Hostel,8886523173,PgHostel,Business-Shutdown,Active,Shaik Irshad,9100466851,Kompally,2024-06-25,17.56432724,78.45287323
054942d523c444f38e37a91012191fc8,NA,9014407796,Kirana,Lost-Not-Interested,InActive,G Sandeep,9154152675,Srnagar,2025-10-27,17.4499261,78.4521384
055e636d35bd44a68a98577f5dc9e281,JAI SHRI SHYAM KIRANA & GENERAL STORES,9948228535,Kirana,Active-User,Active,Shaik Irshad,9100466851,Kompally,2025-01-09,17.544879,78.424335
0563ebfa687b400f9e1e15300b6a8286,PV ENTERPRICES VAMSI BRAND RICE,8499921106,RiceTraders,Active-User,Active,Omkari Saikiran,9154297174,Narsingi,2025-02-13,17.394222,78.376823
056ade42ecb24384ab7132931d8539ac,Preethi confesnari,9010960463,Wholesale,KYC-Pending,Active,,,,2025-06-25,17.3551368,78.4180007
056c728ae4df43049e07adf491aa5596,SRI SAI KIRANAM TEKMAL,9866535230,Kirana,,Active,,,,2024-06-25,17.97405624,78.03315735
056f58fbc8d04e0aa5ff4ca57c8662da,MALLIKARJUNA KIRANA & GENERAL STORE,9182481001,Kirana,Active-User,Active,B Sharthkumar,9154293954,Marredpally,2024-08-14,17.44781,78.523815
0575fb6b352e400ea5f9c9d2d3d2ca32,Kavitha kirana & general Store,9542357838,Kirana,Active-User,Active,,,,2025-02-01,17.364885,78.389738
058fcce4acca450f8dd028fb84b984f8,SaiKiranam,8555043030,Kirana,KYC-Rejected,InActive,Karthik Reddy,9154292383,Jubliehills,2026-07-10,17.4305026,78.4556421
0595c42d4d3943b28c7c7c9b63bdec84,RAMAKRISHNA KGS,9640174811,Kirana,,Active,,,,2024-06-25,17.50479889,78.16848755
05998b9682574086937d0704ea9c2db5,Shiva kirana & General,9959796176,Kirana,Active-User,Active,Kandula Venkat Tharun,9100466961,Kukatpally,2026-05-23,17.500015,78.418103
059c76d3f1a045dbb5953becba421699,Vijay Boys Hostel,7093932002,PgHostel,Business-Shutdown,InActive,Shaik Irshad,9100466851,Kompally,2024-06-25,17.56312943,78.45362854
05IypAVXFwNRku55V2H6lErjSVG3,sri vinayaka womens hostel,9948755189,PgHostel,Active-User,Active,K Srikanth,7337320371,Madhapur,2024-06-25,17.44224548,78.3671875
